اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
تستر كلوي أتيليه دي فلور جاسمينوم سامباك أو دو بارفان 150مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/d14577e0-8168-41f2-ac7c-c5e147a26c78-375.39432176656x500-aQXV2bbYatEMUbjK9SzjDJLnHIHvu15bNIiKCqyv.webp",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلوي أتيليه دي فلور روزا داماسينا150مل,74.6,GOLDEN-GRAY,كلوي,review,,
عطر انغارو ديفا روج او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2f33e719-a2e8-4492-89f1-65d6d1f6e26f-500x500-yoWywWACR7p4d2OvmnyVCrp95Bj5pLBGRQEYuvYc.jpg",172,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر انغارو لامور فو اليكسير او دو بارفيوم 100مل,70.3,GOLDEN-GRAY,,review,,
عطر ميمو باريس مارفا عود اودو بارفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e19f7d24-2c4d-4deb-8dbd-885265246b49-500x500-jOVvkWlYE7Wsp2t7MAdvcgSttwt3vK6it5CtFEBf.jpg",782,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميمو باريس لاليبيلا أو دو بارفيوم 75 مل,82.2,GOLDEN-GRAY,ميمو باريس,review,,
عطر ميمو باريس بوربون أو دو برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8bb9107d-3f1a-48b1-81f7-4d4d53c8cae9-376.5x500-D5AB6SRNMWPsXWcKn2vZgMHBt3Hoqg0jWtIyCxAB.jpg",747,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ميمو باريس جنات أو دو برفيوم 75 مل,87.4,GOLDEN-GRAY,ميمو باريس,review,,
تستر سينتولوجيا تراسي أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0791032c-1cd1-480b-9179-49d0afd226d8-500x500-hOY5R78OrmcunVWkGcXuq0SBrlMJCvvUDRZfxaAN.png",414,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطلر سينتولوجيا أوفر دوز أو دو برفيوم 100مل,81.2,GOLDEN-GRAY,سينتولوجيا,review,,
تستر سينتولوجيا سينسوري أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/3756903e-c853-4c81-a983-f38898f9d3b0-500x500-nBqDFvREFP3WKSJjqHbWCj4s8GAqbyCIR7MwWasa.png",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطلر سينتولوجيا أوفر دوز أو دو برفيوم 100مل,83.1,GOLDEN-GRAY,سينتولوجيا,review,,
تستر سينتولوجيا عطر سينرجي او دو برفيوم - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a736ccc4-aa21-4550-bc54-616b9f355581-400x500-cp7V35XLq7gt6q417YjfzZeiEtG4C5wZgc4SaSFh.webp",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر سينتولوجيا دارك أوبولنس إكستريت دو برفيوم 100مل,75.3,GOLDEN-GRAY,سينتولوجيا,review,,
تستر سينتولوجيا أبسولوت أو دو برفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/b7924115-6003-4647-a852-7be54aa0ef8c-500x500-Oa6fcgVokdh0D2YY3LIdSxDYglKa53G3BE4zABzF.png",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر سينتولوجيا إكستريت دو برفيوم 100مل,83.4,GOLDEN-GRAY,سينتولوجيا,review,,
تستر عطر جيفنشي لينتردي أو دو بارفيوم 80 مل(اصدار قديم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/60b666e6-b680-4c83-99e2-5cc5e4b9f073-500x500-6ec7JwNVV3qUBbYSERlqNTkYjxrCkQe5ZHapm39S.jpg",402,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,طقم عطر جيفنشي لينترديت روج أو دو بارفيوم 80 مل,86.3,GOLDEN-GRAY,جيفنشي,review,,
تستر فالنتينو بورن إن روما دونا إكسترا دوز 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/02933d93-be28-432f-8e0e-455f4eb22817-500x500-jUdW6BKWyp42jO1FVkrwLA0OrOnEe9BJAHFEM1vs.jpg",460,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر فالنتينو أومو بورن إن روما أو دو تواليت 100مل,78.7,GOLDEN-GRAY,فالنتينو,review,,
عطر ازارو فيزت ومن بارفيم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/40879224-be2b-4fc3-a796-2e593d07e013-500x500-JNKeqoV66uHLfBCdDqfHBoslPvru8fNCjM08KDil.webp",184,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بوس ذا سنت ماجنتيك 50 مل,59.6,GOLDEN-GRAY,,review,,
تستر جاسمين جرانديفلوروم اكستريت 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/5ceea5ed-68b3-4685-a94f-ed1d7047928f-500x500-Ey0uLte2JisEX9eiZsZJqdbVVHhvYg4ma50K3Bju.jpg",2012,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلايف كريستيان اوريجنال كوليكشن x للرجال  50 مل,55.6,GOLDEN-GRAY,,review,,
جيرلان أكوا أليجوريا فلورا بلوم فورت أو دو بيرفيوم 125 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/4bd2a684-4b54-4283-9ebb-3064d6c8607b-500x500-arwPUQgkC0bWKoXB863uOHPPH0DhLh2Ee1mHThM7.jpg",839,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,جيرلان اكوا أليغوريا بامبلون أو دو تواليت 125 مل,75.5,GOLDEN-GRAY,جيرلان,review,,
عطر شانيل باريس دوفيل - او دو تواليت - 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/0a08de9f-6165-42fc-974d-7853f83245ac-500x500-J2bcQY21TpvoekwgUvDmp5h9rVZl5rYw2YP2h92a.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر شانيل بيارتيز أو دو تواليت 125مل,83.6,GOLDEN-GRAY,شانيل,review,,
تستر ديبتيك عود بالو ، للجنسين او دو برفيوم 75 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c29e18d5-22d2-4072-a058-a884e2a87b30-362x500-LJAKkvNiTOPZXcofaa7wnCXaXjBETgAhcsXyvghy.png",632,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديبتيك عود بالا او دو برفيوم 75 مل,86.7,GOLDEN-GRAY,ديبتيك,review,,
تستر فلور دي بو أو دي تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c629edd4-48ed-4605-bcb9-bc263802b09a-375x500-Z7bbhke2vxerqryFUWLgT4UurghUH7l4mFOK8P58.jpg",575,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر فرزاتشي لا هوم أو دو توليت 100مل,63.7,GOLDEN-GRAY,,review,,
تستر ديبتيك تام داو أو دو تواليت 100 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/95d9ba95-c7c0-4bc9-aa78-f985dbde098c-500x500-8LdVuhoVGX90sQHPQ6p9DBdVfczZBepBycYovfGZ.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلوي لو دو كلوي أو دو تواليت 100 مل,56.1,GOLDEN-GRAY,ديبتيك,review,,
تستر عطر ديبتيك فيلوسيكويس او دو تواليت 75مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/c1c6200f-90c6-4c67-8e05-4ae54a63bfda-500x500-ilEO0eiBEjpEh0RmcZGJaY6DaQhvQBvQlbMo7IqL.png",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إسكادا ديليكيت نوتس أو دو تواليت 75مل,56.1,GOLDEN-GRAY,ديبتيك,review,,
تستر ديبتيك ايو دويل اودي تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/7dc15020-0d58-4348-88a1-8195a61001ab-308.5x500-ZfkRVuBSRoq7UwVOtxOu83WI5iaelx6wTw3C2l89.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لاكوست لايف  او دو تواليت 100 مل,55.2,GOLDEN-GRAY,ديبتيك,review,,
تستر ديبتيك دو سون أو دو تواليت 100 مل للجنسين,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/9f7525a4-6baa-4b1b-8204-f336006b17e7-500x500-McKe0o1NpjlrPl9EjTXcVFdpBtwxO5Mp7MBDzPIP.jpg",517,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كلوي لو دو كلوي أو دو تواليت 100 مل,56.7,GOLDEN-GRAY,ديبتيك,review,,
عطر لانكوم لافي اي بل اليكسير او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bd7c20d0-4b51-4a65-9c65-44b7726d2378-500x500-0yxDFOu4ow3T1MuccEIIVe0Bl9euJLXhuBK6Qy10.jpg",483,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر لانكوم لافي اي بل ايريس ابسولو او دو بارفيوم 100مل,87.2,GOLDEN-GRAY,لانكوم,review,,
تستر لانكوم لافي اي بل اليكسير او دو بارفيوم 100مل (بدون كرتون),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/8c216c43-33f7-4d2c-bd8c-f8aeb5b6d565-500x500-55ZaI0TQC8m80GVGoDxFBTnJundM0RMikYPRTYxe.jpg",368,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر لانكوم لافي اي بل او دو بارفيوم 100 مل,84.1,GOLDEN-GRAY,لانكوم,review,,
عطر ديور فانيلا ديوراما او دو بارفيوم 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/aab15f02-9019-4f27-9c8d-e8a2af33576d-500x500-a5xaFK2Bs4qGftiRjbpG9ucQoleKveRQ5cQdF8zv.webp",1322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مارلي هبدان او دو بارفيوم 125مل,56.4,GOLDEN-GRAY,ديور,review,,
عطر ديور عنبر نوي او دو بارفيوم 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/817e9a4b-76b4-4464-86d0-7bde4d5d8e7b-500x500-jQYObwZv3Na9YvTahXKIJvmEn3oL41FcYhnM2eIF.webp",1322,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مارلي هبدان او دو بارفيوم 125مل,57.7,GOLDEN-GRAY,ديور,review,,
شمعة ديور جاردن دورانجرز 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/acefb9bf-ac16-484e-adfa-d08bc59affb6-500x333.125-Sodzx7MtXxx3EComeA0pMlgqmKxky4YBEIs0lUcU.webp",506,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديور عود روز وود او دو بارفيوم 250مل,59.1,GOLDEN-GRAY,ديور,review,,
شمعة كريستيان ديور مونتين 30 - 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/aeaa5959-af89-4d44-a904-c225596e2316-500x500-10FdlxEeIjwDS2KynE0yOGFGMj2V7IcDQRNKSU6c.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,تستر كريستيان ديور نيو لوك أو دو بارفيوم 125 مل للجنسين,59.1,GOLDEN-GRAY,ديور,review,,
شمعة كريستيان ديور عود سوبريم 250 جرام,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/73e806c7-b333-47ee-8d74-36a30eb829d7-500x500-mhGYmAfsobYKdnfNy5ECWYpRsu2Jq260szX0QLi1.webp",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كريستيان ديور هولي بيوني أو دو بارفيوم 250مل,62.0,GOLDEN-GRAY,ديور,review,,
عطر هوبيجان كلك فلاور رويال او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/2f5a1905-e7ea-4c45-a1ed-553751e85d7f-444.5x500-TVEpwJ8TpdWulgP3Mks8sMT0t6fdGWVzou1kk900.webp",228,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ذا ميرشنت أوف فينيس فلاور فيوجن او دو بارفيوم 100مل,80.7,GOLDEN-GRAY,فلا,review,,
عطر ميو ميو أو دو بارفيوم 30مل للنساء,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e5fbb50b-dcc6-49e7-a6e6-68a31c67b775-500x500-rBzYBNH6T59Maa1TGqw4slW7wpMlg1oweZQvCsY4.webp",161,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر إستي لودر پيوتيفل أو دو بارفيوم 30 مل للنساء,59.1,GOLDEN-GRAY,ميو ميو,review,,
تستر عطر ميو ميو أو دو بارفيوم 100مل للنساء,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f7e18816-0f81-4313-8cb5-e8e85cce43b8-500x500-hit1bktPFXnMzAhZ8TRB09TQ9Ts8YBO4mjNvi8ro.jpg",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر كلينيك هابي للنساء أو دو بارفيوم 100مل,61.2,GOLDEN-GRAY,ميو ميو,review,,
عطر ديور هوم انتنس اصدار قديم او دو بارفيوم 150مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/f9d763ed-a141-4d2b-9bb4-940db1674405-500x500-zQ5l34tg1yN0b5wsx7crWFpEZvKvbqxFpw8hHXUj.jpg",851,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديور هوم إنتنس اصدار قديم  أو دو بارفيوم 150مل (رجالي),84.5,GOLDEN-GRAY,ديور,review,,
عطر قوتشي روزا سوبليمه او دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/93a832df-d9c6-45b8-9053-2b759ad298f9-333.33333333333x500-sAeFdL21fr2paqwSo3s15hwOBh1Ccs170EeDcnvK.jpg",954,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قوتشي تييرز أوف إيريس أو دو بارفيوم 100مل,79.1,GOLDEN-GRAY,قوتشي,review,,
تستر عطر قوتشي روزا سوبليمه او دي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/bc600b33-6765-4b33-9452-bf54a605769e-333.33333333333x500-H2p02ikYt0bYSMKN42OrbczVM1wVgT0xu4qTkWSa.jpg",690,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر قوتشي ذا فيرجن فويلت أو دو بارفيوم 100مل,82.1,GOLDEN-GRAY,قوتشي,review,,
عطر استروفيل اند ستيلا كرومودورو اكسترايت دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/1cf9a83e-959d-4e7b-9de1-e0da2b5227c5-500x500-MJxw8jO8mJI33LGMgpgUH0mtjKifFS6DYMxIORhu.webp",458,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أستروفيل أند ستيلا كرومودورو أو دو بارفيوم 50مل (للجنسين),78.0,GOLDEN-GRAY,أستروفيل أند ستيلا,review,,
عطر استروفيل اند ستيلا امبرليفابيل اكسترايت دو بارفيوم 50مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/99cc3877-bd5f-48fb-85e5-94ca18347da5-500x500-bqCcP7a3l3jWg5sImOnCUq8ovaWo4RNv8K5nTcfs.webp",408,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر أستروفيل أند ستيلا أمبرليفابل أو دو بارفيوم 50مل (للجنسين),77.2,GOLDEN-GRAY,أستروفيل أند ستيلا,review,,
تستر عطر ديور هيبنوتيك بويزون او سنشوال - 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/a1bdf763-052c-42da-b248-bf30e7c2eba5-472.5x500-KmOx0CTaytT4ZQXjKXAHqb5mewrLHRe8xuRbpwYD.webp",862,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر ديور هيبنوتيك بويزون أو دو تواليت 100 مل,83.7,GOLDEN-GRAY,ديور,review,,
طقم عطر بوشرون كواتيري او دو بارفيوم-100مل+شور جل+بودي لوشن,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/051ead9d-02bf-45d7-a9d1-2a927069cdb8-500x500-pibq7IcXbEivLtu7ORyNIoPDRAd0psgMwQjVUpeK.jpg",287,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر بوشرون بلاس فيندوم أو دو بارفيوم 100مل,73.1,GOLDEN-GRAY,بوشرون,review,,
عطر مرسيدس بنز ساين يور باور أو دو بارفان انتينس 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/e27b64a6-f5f2-4370-b463-08361fea8c75-500x500-T5KBVeBPGq0dE8PA8Yh15xL5BdTka8kWM3PAUbju.webp",264,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر مرسيدس بنز إي إيه إم جي سيلفر ثريل أو دو بارفيوم 100 مل,79.8,GOLDEN-GRAY,مرسيدس-بنز,review,,
عطر فرنش افينيو ميراج اكسكلوسيف او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/WEYON/62be320d-bccf-4cf4-a214-33415244bdac-500x500-TzOBnX06lWfN3iZQPcz5siwKQahCFaxu6SqvOy0G.png",218,متجر عالم جيفنشي بكل الاعمدة السعر والصور.csv,عطر فرنش أفينيو ميراج اكستريت أو دو بارفيوم 100 مل,83.4,GOLDEN-GRAY,فرنش أفينيو,review,,
